county,date,deaths,cumulative_deaths,reported_deaths,cumulative_reported_deaths
Lassen,2/16/2021,0,1,0,1
Los Angeles,2/16/2021,18,22408,119,19044
Madera,2/16/2021,0,213,66,172
Marin,2/16/2021,0,218,2,205
Mariposa,2/16/2021,0,5,0,4
Mendocino,2/16/2021,0,44,0,39
Merced,2/16/2021,0,401,0,368
Modoc,2/16/2021,0,3,0,3
Mono,2/16/2021,0,3,0,3
Monterey,2/16/2021,2,328,1,303
Napa,2/16/2021,0,74,9,66
Nevada,2/16/2021,0,67,0,47
Orange,2/16/2021,1,4472,26,3612
Placer,2/16/2021,0,240,0,230
Plumas,2/16/2021,0,4,0,4
Riverside,2/16/2021,0,3888,3,3471
Sacramento,2/16/2021,0,1461,1,1305
San Benito,2/16/2021,0,61,0,56
San Bernardino,2/16/2021,0,4026,33,2978
San Diego,2/16/2021,1,3446,5,3042
San Francisco,2/16/2021,0,452,0,373
San Joaquin,2/16/2021,0,1161,0,979
San Luis Obispo,2/16/2021,1,246,2,229
San Mateo,2/16/2021,0,343,0,277
Santa Barbara,2/16/2021,0,431,0,378
Santa Clara,2/16/2021,0,1787,3,1591
Santa Cruz,2/16/2021,0,196,-1,174
Shasta,2/16/2021,0,100,0,139
Sierra,2/16/2021,0,0,0,0
Siskiyou,2/16/2021,0,5,0,4
Solano,2/16/2021,0,169,0,148
Sonoma,2/16/2021,0,287,3,279
Stanislaus,2/16/2021,0,681,0,716
Sutter,2/16/2021,0,102,0,95
Tehama,2/16/2021,0,34,0,30
Trinity,2/16/2021,0,3,0,3
Tulare,2/16/2021,1,801,1,716
Tuolumne,2/16/2021,0,57,0,49
Ventura,2/16/2021,0,910,2,631
Yolo,2/16/2021,0,190,0,175
Yuba,2/16/2021,0,41,0,38
Alameda,2/15/2021,1,1171,1,996
Alpine,2/15/2021,0,0,0,0
Amador,2/15/2021,0,43,0,39
Butte,2/15/2021,0,184,0,155
Calaveras,2/15/2021,0,49,0,21
California,2/15/2021,40,55296,76,46795
Colusa,2/15/2021,0,12,0,10
Contra Costa,2/15/2021,3,734,0,631
Del Norte,2/15/2021,0,6,0,2
El Dorado,2/15/2021,0,103,0,94
Fresno,2/15/2021,2,1488,1,1288
Glenn,2/15/2021,0,17,0,14
Humboldt,2/15/2021,0,33,0,29
Imperial,2/15/2021,0,689,0,580
Inyo,2/15/2021,0,35,0,32
Kern,2/15/2021,0,1126,0,959
Kings,2/15/2021,0,229,0,205
Lake,2/15/2021,0,42,0,38
Lassen,2/15/2021,0,1,0,1
Los Angeles,2/15/2021,17,22390,27,18925
Madera,2/15/2021,0,213,0,106
Marin,2/15/2021,0,218,2,203
Mariposa,2/15/2021,0,5,0,4
Mendocino,2/15/2021,0,44,0,39
Merced,2/15/2021,0,401,0,368
Modoc,2/15/2021,0,3,0,3
Mono,2/15/2021,0,3,0,3
Monterey,2/15/2021,1,326,0,302
Napa,2/15/2021,0,74,0,57
Nevada,2/15/2021,0,67,0,47
Orange,2/15/2021,0,4471,22,3586
Placer,2/15/2021,0,240,0,230
Plumas,2/15/2021,0,4,0,4
Riverside,2/15/2021,2,3888,-3,3468
Sacramento,2/15/2021,0,1461,0,1304
San Benito,2/15/2021,1,61,0,56
San Bernardino,2/15/2021,0,4026,16,2945
San Diego,2/15/2021,4,3445,0,3037
San Francisco,2/15/2021,0,452,1,373
San Joaquin,2/15/2021,1,1161,0,979
San Luis Obispo,2/15/2021,0,245,2,227
San Mateo,2/15/2021,0,343,0,277
Santa Barbara,2/15/2021,1,431,1,378
Santa Clara,2/15/2021,1,1787,6,1588
Santa Cruz,2/15/2021,0,196,0,175
Shasta,2/15/2021,0,100,0,139
Sierra,2/15/2021,0,0,0,0
Siskiyou,2/15/2021,0,5,0,4
Solano,2/15/2021,0,169,0,148
Sonoma,2/15/2021,0,287,0,276
Stanislaus,2/15/2021,0,681,0,716
Sutter,2/15/2021,0,102,0,95
Tehama,2/15/2021,2,34,0,30
Trinity,2/15/2021,0,3,0,3
Tulare,2/15/2021,3,800,0,715
Tuolumne,2/15/2021,0,57,0,49
Ventura,2/15/2021,1,910,0,629
Yolo,2/15/2021,0,190,0,175
Yuba,2/15/2021,0,41,0,38
Alameda,2/14/2021,0,1170,0,995
Alpine,2/14/2021,0,0,0,0
Amador,2/14/2021,0,43,1,39
Butte,2/14/2021,0,184,0,155
Calaveras,2/14/2021,0,49,0,21
California,2/14/2021,40,55256,262,46719
Colusa,2/14/2021,0,12,0,10
Contra Costa,2/14/2021,0,731,2,631
Del Norte,2/14/2021,0,6,0,2
El Dorado,2/14/2021,1,103,1,94
Fresno,2/14/2021,1,1486,0,1287
Glenn,2/14/2021,0,17,0,14
Humboldt,2/14/2021,0,33,0,29
Imperial,2/14/2021,0,689,0,580
Inyo,2/14/2021,0,35,0,32
Kern,2/14/2021,1,1126,2,959
Kings,2/14/2021,0,229,0,205
Lake,2/14/2021,0,42,1,38
Lassen,2/14/2021,0,1,0,1
Los Angeles,2/14/2021,19,22373,76,18898
Madera,2/14/2021,0,213,0,106
Marin,2/14/2021,0,218,0,201
Mariposa,2/14/2021,0,5,0,4
Mendocino,2/14/2021,0,44,1,39
Merced,2/14/2021,0,401,0,368
Modoc,2/14/2021,0,3,0,3
Mono,2/14/2021,0,3,0,3
Monterey,2/14/2021,0,325,1,302
Napa,2/14/2021,0,74,0,57
Nevada,2/14/2021,0,67,0,47
Orange,2/14/2021,1,4471,44,3564
Placer,2/14/2021,0,240,0,230
Plumas,2/14/2021,0,4,0,4
Riverside,2/14/2021,1,3886,9,3471
Sacramento,2/14/2021,1,1461,2,1304
San Benito,2/14/2021,0,60,0,56
San Bernardino,2/14/2021,0,4026,30,2929
San Diego,2/14/2021,3,3441,28,3037
San Francisco,2/14/2021,2,452,8,372
San Joaquin,2/14/2021,4,1160,2,979
San Luis Obispo,2/14/2021,0,245,0,225
San Mateo,2/14/2021,0,343,0,277
Santa Barbara,2/14/2021,0,430,3,377
Santa Clara,2/14/2021,3,1786,12,1582
Santa Cruz,2/14/2021,0,196,2,175
Shasta,2/14/2021,0,100,0,139
Sierra,2/14/2021,0,0,0,0
Siskiyou,2/14/2021,0,5,0,4
Solano,2/14/2021,0,169,0,148
Sonoma,2/14/2021,0,287,0,276
Stanislaus,2/14/2021,0,681,19,716
Sutter,2/14/2021,0,102,1,95
Tehama,2/14/2021,1,32,0,30
Trinity,2/14/2021,0,3,0,3
Tulare,2/14/2021,1,797,6,715
Tuolumne,2/14/2021,0,57,0,49
Ventura,2/14/2021,1,909,11,629
Yolo,2/14/2021,0,190,0,175
Yuba,2/14/2021,0,41,0,38
Alameda,2/13/2021,1,1170,21,995
Alpine,2/13/2021,0,0,0,0
Amador,2/13/2021,0,43,0,38
Butte,2/13/2021,0,184,0,155
Calaveras,2/13/2021,0,49,0,21
California,2/13/2021,38,55216,471,46457
Colusa,2/13/2021,0,12,0,10
Contra Costa,2/13/2021,1,731,9,629
Del Norte,2/13/2021,0,6,0,2
El Dorado,2/13/2021,0,102,1,93
Fresno,2/13/2021,1,1485,14,1287
Glenn,2/13/2021,0,17,0,14
Humboldt,2/13/2021,0,33,0,29
Imperial,2/13/2021,0,689,-5,580
Inyo,2/13/2021,0,35,0,32
Kern,2/13/2021,2,1125,8,957
Kings,2/13/2021,0,229,3,205
Lake,2/13/2021,0,42,1,37
Lassen,2/13/2021,0,1,0,1
Los Angeles,2/13/2021,14,22354,185,18822
Madera,2/13/2021,0,213,0,106
Marin,2/13/2021,0,218,1,201
Mariposa,2/13/2021,1,5,0,4
Mendocino,2/13/2021,0,44,0,38
Merced,2/13/2021,0,401,1,368
Modoc,2/13/2021,0,3,0,3
Mono,2/13/2021,0,3,0,3
Monterey,2/13/2021,0,325,4,301
Napa,2/13/2021,0,74,2,57
Nevada,2/13/2021,0,67,0,47
Orange,2/13/2021,3,4470,15,3520
Placer,2/13/2021,0,240,0,230
Plumas,2/13/2021,0,4,0,4
Riverside,2/13/2021,2,3885,24,3462
Sacramento,2/13/2021,3,1460,7,1302
San Benito,2/13/2021,0,60,0,56
San Bernardino,2/13/2021,0,4026,72,2899
San Diego,2/13/2021,2,3438,30,3009
San Francisco,2/13/2021,2,450,5,364
San Joaquin,2/13/2021,0,1156,2,977
San Luis Obispo,2/13/2021,0,245,1,225
San Mateo,2/13/2021,0,343,23,277
Santa Barbara,2/13/2021,0,430,2,374
Santa Clara,2/13/2021,2,1783,27,1570
Santa Cruz,2/13/2021,0,196,3,173
Shasta,2/13/2021,0,100,-3,139
Sierra,2/13/2021,0,0,0,0
Siskiyou,2/13/2021,0,5,0,4
Solano,2/13/2021,0,169,1,148
Sonoma,2/13/2021,0,287,1,276
Stanislaus,2/13/2021,0,681,0,697
Sutter,2/13/2021,1,102,1,94
Tehama,2/13/2021,0,31,3,30
Trinity,2/13/2021,0,3,0,3
Tulare,2/13/2021,1,796,-1,709
Tuolumne,2/13/2021,0,57,0,49
Ventura,2/13/2021,2,908,13,618
Yolo,2/13/2021,0,190,0,175
Yuba,2/13/2021,0,41,0,38
Alameda,2/12/2021,2,1169,14,974
Alpine,2/12/2021,0,0,0,0
Amador,2/12/2021,0,43,3,38
Butte,2/12/2021,0,184,0,155
Calaveras,2/12/2021,0,49,0,21
California,2/12/2021,52,55178,466,45986
Colusa,2/12/2021,0,12,0,10
Contra Costa,2/12/2021,0,730,15,620
Del Norte,2/12/2021,0,6,0,2
El Dorado,2/12/2021,0,102,0,92
Fresno,2/12/2021,3,1484,18,1273
Glenn,2/12/2021,0,17,0,14
Humboldt,2/12/2021,0,33,0,29
Imperial,2/12/2021,0,689,7,585
Inyo,2/12/2021,0,35,0,32
Kern,2/12/2021,1,1123,8,949
Kings,2/12/2021,1,229,0,202
Lake,2/12/2021,0,42,0,36
Lassen,2/12/2021,0,1,0,1
Los Angeles,2/12/2021,22,22340,137,18637
Madera,2/12/2021,1,213,0,106
Marin,2/12/2021,0,218,0,200
Mariposa,2/12/2021,0,4,0,4
Mendocino,2/12/2021,0,44,0,38
Merced,2/12/2021,1,401,4,367
Modoc,2/12/2021,0,3,0,3
Mono,2/12/2021,0,3,0,3
Monterey,2/12/2021,0,325,2,297
Napa,2/12/2021,0,74,0,55
Nevada,2/12/2021,0,67,0,47
Orange,2/12/2021,0,4467,29,3505
Placer,2/12/2021,0,240,6,230
Plumas,2/12/2021,0,4,0,4
Riverside,2/12/2021,4,3883,44,3438
Sacramento,2/12/2021,3,1457,9,1295
San Benito,2/12/2021,0,60,0,56
San Bernardino,2/12/2021,1,4026,53,2827
San Diego,2/12/2021,5,3436,24,2979
San Francisco,2/12/2021,1,448,3,359
San Joaquin,2/12/2021,0,1156,4,975
San Luis Obispo,2/12/2021,1,245,5,224
San Mateo,2/12/2021,0,343,1,254
Santa Barbara,2/12/2021,1,430,2,372
Santa Clara,2/12/2021,0,1781,36,1543
Santa Cruz,2/12/2021,0,196,5,170
Shasta,2/12/2021,0,100,2,142
Sierra,2/12/2021,0,0,0,0
Siskiyou,2/12/2021,0,5,0,4
Solano,2/12/2021,0,169,9,147
Sonoma,2/12/2021,1,287,3,275
Stanislaus,2/12/2021,0,681,0,697
Sutter,2/12/2021,0,101,0,93
Tehama,2/12/2021,0,31,1,27
Trinity,2/12/2021,0,3,0,3
Tulare,2/12/2021,3,795,4,710
Tuolumne,2/12/2021,0,57,1,49
Ventura,2/12/2021,0,906,15,605
Yolo,2/12/2021,0,190,2,175
Yuba,2/12/2021,1,41,0,38
Alameda,2/11/2021,1,1167,16,960
Alpine,2/11/2021,0,0,0,0
Amador,2/11/2021,0,43,0,35
Butte,2/11/2021,0,184,0,155
Calaveras,2/11/2021,0,49,0,21
California,2/11/2021,61,55126,530,45520
Colusa,2/11/2021,0,12,0,10
Contra Costa,2/11/2021,1,730,15,605
Del Norte,2/11/2021,0,6,0,2
El Dorado,2/11/2021,1,102,5,92
Fresno,2/11/2021,1,1481,8,1255
Glenn,2/11/2021,0,17,0,14
Humboldt,2/11/2021,0,33,0,29
Imperial,2/11/2021,0,689,0,578
Inyo,2/11/2021,0,35,2,32
Kern,2/11/2021,3,1122,15,941
Kings,2/11/2021,0,228,5,202
Lake,2/11/2021,0,42,0,36
Lassen,2/11/2021,0,1,0,1
Los Angeles,2/11/2021,29,22318,162,18500
Madera,2/11/2021,0,212,1,106
Marin,2/11/2021,0,218,1,200
Mariposa,2/11/2021,0,4,0,4
Mendocino,2/11/2021,0,44,0,38
Merced,2/11/2021,1,400,4,363
Modoc,2/11/2021,0,3,0,3
Mono,2/11/2021,0,3,0,3
Monterey,2/11/2021,1,325,7,295
Napa,2/11/2021,0,74,0,55
Nevada,2/11/2021,0,67,0,47
Orange,2/11/2021,2,4467,37,3476
Placer,2/11/2021,0,240,4,224
Plumas,2/11/2021,0,4,2,4
Riverside,2/11/2021,5,3879,20,3394
Sacramento,2/11/2021,0,1454,11,1286
San Benito,2/11/2021,0,60,1,56
San Bernardino,2/11/2021,0,4025,78,2774
San Diego,2/11/2021,5,3431,51,2955
San Francisco,2/11/2021,0,447,5,356
San Joaquin,2/11/2021,1,1156,17,971
San Luis Obispo,2/11/2021,0,244,3,219
San Mateo,2/11/2021,0,343,8,253
Santa Barbara,2/11/2021,0,429,11,370
Santa Clara,2/11/2021,2,1781,18,1507
Santa Cruz,2/11/2021,2,196,0,165
Shasta,2/11/2021,0,100,-2,140
Sierra,2/11/2021,0,0,0,0
Siskiyou,2/11/2021,0,5,0,4
Solano,2/11/2021,0,169,1,138
Sonoma,2/11/2021,0,286,1,272
Stanislaus,2/11/2021,2,681,1,697
Sutter,2/11/2021,0,101,0,93
Tehama,2/11/2021,0,31,3,26
Trinity,2/11/2021,0,3,0,3
Tulare,2/11/2021,2,792,10,706
Tuolumne,2/11/2021,0,57,0,48
Ventura,2/11/2021,2,906,10,590
Yolo,2/11/2021,0,190,-1,173
Yuba,2/11/2021,0,40,0,38
Alameda,2/10/2021,2,1166,8,944
Alpine,2/10/2021,0,0,0,0
Amador,2/10/2021,1,43,0,35
Butte,2/10/2021,0,184,2,155
Calaveras,2/10/2021,0,49,0,21
California,2/10/2021,68,55065,565,44990
Colusa,2/10/2021,0,12,0,10
Contra Costa,2/10/2021,1,729,7,590
Del Norte,2/10/2021,1,6,0,2
El Dorado,2/10/2021,0,101,0,87
Fresno,2/10/2021,5,1480,36,1247
Glenn,2/10/2021,0,17,0,14
Humboldt,2/10/2021,0,33,0,29
Imperial,2/10/2021,0,689,10,578
Inyo,2/10/2021,0,35,0,30
Kern,2/10/2021,1,1119,6,926
Kings,2/10/2021,0,228,1,197
Lake,2/10/2021,0,42,0,36
Lassen,2/10/2021,0,1,0,1
Los Angeles,2/10/2021,23,22289,140,18338
Madera,2/10/2021,0,212,0,105
Marin,2/10/2021,0,218,2,199
Mariposa,2/10/2021,0,4,0,4
Mendocino,2/10/2021,0,44,0,38
Merced,2/10/2021,1,399,5,359
Modoc,2/10/2021,0,3,0,3
Mono,2/10/2021,0,3,0,3
Monterey,2/10/2021,1,324,3,288
Napa,2/10/2021,0,74,0,55
Nevada,2/10/2021,0,67,3,47
Orange,2/10/2021,4,4465,33,3439
Placer,2/10/2021,0,240,0,220
Plumas,2/10/2021,0,4,0,2
Riverside,2/10/2021,4,3874,40,3374
Sacramento,2/10/2021,3,1454,10,1275
San Benito,2/10/2021,0,60,1,55
San Bernardino,2/10/2021,0,4025,83,2696
San Diego,2/10/2021,4,3426,51,2904
San Francisco,2/10/2021,0,447,2,351
San Joaquin,2/10/2021,5,1155,17,954
San Luis Obispo,2/10/2021,1,244,0,216
San Mateo,2/10/2021,0,343,10,245
Santa Barbara,2/10/2021,1,429,8,359
Santa Clara,2/10/2021,2,1779,26,1489
Santa Cruz,2/10/2021,0,194,3,165
Shasta,2/10/2021,0,100,3,142
Sierra,2/10/2021,0,0,0,0
Siskiyou,2/10/2021,0,5,0,4
Solano,2/10/2021,0,169,6,137
Sonoma,2/10/2021,0,286,4,271
Stanislaus,2/10/2021,1,679,17,696
Sutter,2/10/2021,0,101,1,93
Tehama,2/10/2021,0,31,1,23
Trinity,2/10/2021,0,3,0,3
Tulare,2/10/2021,1,790,10,696
Tuolumne,2/10/2021,0,57,0,48
Ventura,2/10/2021,6,904,13,580
Yolo,2/10/2021,0,190,0,174
Yuba,2/10/2021,0,40,3,38
Alameda,2/9/2021,2,1164,12,936
Alpine,2/9/2021,0,0,0,0
Amador,2/9/2021,0,42,2,35
Butte,2/9/2021,0,184,1,153
Calaveras,2/9/2021,0,49,0,21
California,2/9/2021,45,54997,520,44425
Colusa,2/9/2021,0,12,0,10
Contra Costa,2/9/2021,0,728,16,583
Del Norte,2/9/2021,0,5,0,2
El Dorado,2/9/2021,0,101,1,87
Fresno,2/9/2021,5,1475,4,1211
Glenn,2/9/2021,0,17,0,14
Humboldt,2/9/2021,0,33,0,29
Imperial,2/9/2021,0,689,1,568
Inyo,2/9/2021,0,35,0,30
Kern,2/9/2021,3,1118,0,920
Kings,2/9/2021,0,228,1,196
Lake,2/9/2021,0,42,0,36
Lassen,2/9/2021,0,1,0,1
Los Angeles,2/9/2021,13,22266,221,18198
Madera,2/9/2021,0,212,12,105
Marin,2/9/2021,0,218,3,197
Mariposa,2/9/2021,0,4,0,4
Mendocino,2/9/2021,0,44,0,38
Merced,2/9/2021,1,398,8,354
Modoc,2/9/2021,0,3,0,3
Mono,2/9/2021,0,3,0,3
Monterey,2/9/2021,0,323,2,285
Napa,2/9/2021,0,74,0,55
Nevada,2/9/2021,0,67,0,44
Orange,2/9/2021,2,4461,45,3406
Placer,2/9/2021,0,240,9,220
Plumas,2/9/2021,0,4,0,2
Riverside,2/9/2021,1,3870,33,3334
Sacramento,2/9/2021,0,1451,18,1265
San Benito,2/9/2021,0,60,2,54
San Bernardino,2/9/2021,1,4025,26,2613
San Diego,2/9/2021,4,3422,32,2853
San Francisco,2/9/2021,2,447,1,349
San Joaquin,2/9/2021,1,1150,8,937
San Luis Obispo,2/9/2021,1,243,2,216
San Mateo,2/9/2021,2,343,3,235
Santa Barbara,2/9/2021,2,428,11,351
Santa Clara,2/9/2021,2,1777,7,1463
Santa Cruz,2/9/2021,0,194,1,162
Shasta,2/9/2021,0,100,2,139
Sierra,2/9/2021,0,0,0,0
Siskiyou,2/9/2021,0,5,0,4
Solano,2/9/2021,0,169,1,131
Sonoma,2/9/2021,0,286,8,267
Stanislaus,2/9/2021,1,678,0,679
Sutter,2/9/2021,0,101,0,92
Tehama,2/9/2021,0,31,0,22
Trinity,2/9/2021,0,3,0,3
Tulare,2/9/2021,2,789,13,686
Tuolumne,2/9/2021,0,57,0,48
Ventura,2/9/2021,0,898,2,567
Yolo,2/9/2021,0,190,12,174
Yuba,2/9/2021,0,40,0,35
Alameda,2/8/2021,0,1162,0,924
Alpine,2/8/2021,0,0,0,0
Amador,2/8/2021,0,42,0,33
Butte,2/8/2021,0,184,0,152
Calaveras,2/8/2021,0,49,0,21
California,2/8/2021,81,54952,170,43905
Colusa,2/8/2021,0,12,0,10
Contra Costa,2/8/2021,0,728,1,567
Del Norte,2/8/2021,0,5,0,2
El Dorado,2/8/2021,0,101,0,86
Fresno,2/8/2021,2,1470,0,1207
Glenn,2/8/2021,0,17,0,14
Humboldt,2/8/2021,0,33,1,29
Imperial,2/8/2021,0,689,0,567
Inyo,2/8/2021,0,35,3,30
Kern,2/8/2021,2,1115,0,920
Kings,2/8/2021,1,228,3,195
Lake,2/8/2021,0,42,0,36
Lassen,2/8/2021,0,1,0,1
Los Angeles,2/8/2021,39,22253,88,17977
Madera,2/8/2021,0,212,0,93
Marin,2/8/2021,0,218,0,194
Mariposa,2/8/2021,0,4,0,4
Mendocino,2/8/2021,0,44,0,38
Merced,2/8/2021,0,397,0,346
Modoc,2/8/2021,0,3,0,3
Mono,2/8/2021,0,3,0,3
Monterey,2/8/2021,2,323,0,283
Napa,2/8/2021,0,74,0,55
Nevada,2/8/2021,0,67,0,44
Orange,2/8/2021,4,4459,25,3361
Placer,2/8/2021,0,240,0,211
Plumas,2/8/2021,0,4,0,2
Riverside,2/8/2021,4,3869,34,3301
Sacramento,2/8/2021,3,1451,1,1247
San Benito,2/8/2021,0,60,0,52
San Bernardino,2/8/2021,1,4024,0,2587
San Diego,2/8/2021,9,3418,0,2821
San Francisco,2/8/2021,2,445,0,348
San Joaquin,2/8/2021,4,1149,0,929
San Luis Obispo,2/8/2021,0,242,0,214
San Mateo,2/8/2021,1,341,0,232
Santa Barbara,2/8/2021,1,426,0,340
Santa Clara,2/8/2021,3,1775,6,1456
Santa Cruz,2/8/2021,0,194,0,161
Shasta,2/8/2021,0,100,0,137
Sierra,2/8/2021,0,0,0,0
Siskiyou,2/8/2021,0,5,0,4
Solano,2/8/2021,0,169,0,130
Sonoma,2/8/2021,0,286,2,259
Stanislaus,2/8/2021,1,677,0,679
Sutter,2/8/2021,0,101,0,92
Tehama,2/8/2021,0,31,0,22
Trinity,2/8/2021,0,3,0,3
Tulare,2/8/2021,0,787,2,673
Tuolumne,2/8/2021,0,57,0,48
Ventura,2/8/2021,2,898,4,565
Yolo,2/8/2021,0,190,0,162
Yuba,2/8/2021,0,40,0,35
Alameda,2/7/2021,1,1162,2,924
Alpine,2/7/2021,0,0,0,0
Amador,2/7/2021,0,42,0,33
Butte,2/7/2021,0,184,2,152
Calaveras,2/7/2021,0,49,0,21
California,2/7/2021,66,54871,279,43735
Colusa,2/7/2021,0,12,0,10
Contra Costa,2/7/2021,1,728,0,566
Del Norte,2/7/2021,1,5,0,2
El Dorado,2/7/2021,0,101,0,86
Fresno,2/7/2021,4,1468,0,1207
Glenn,2/7/2021,0,17,0,14
Humboldt,2/7/2021,0,33,0,28
Imperial,2/7/2021,1,689,0,567
Inyo,2/7/2021,0,35,0,27
Kern,2/7/2021,4,1113,8,920
Kings,2/7/2021,0,227,2,192
Lake,2/7/2021,0,42,2,36
Lassen,2/7/2021,0,1,0,1
Los Angeles,2/7/2021,22,22214,96,17889
Madera,2/7/2021,0,212,0,93
Marin,2/7/2021,0,218,0,194
Mariposa,2/7/2021,0,4,0,4
Mendocino,2/7/2021,1,44,0,38
Merced,2/7/2021,1,397,0,346
Modoc,2/7/2021,0,3,0,3
Mono,2/7/2021,0,3,0,3
Monterey,2/7/2021,0,321,1,283
Napa,2/7/2021,0,74,0,55
Nevada,2/7/2021,0,67,1,44
Orange,2/7/2021,6,4455,43,3336
Placer,2/7/2021,0,240,0,211
Plumas,2/7/2021,0,4,0,2
Riverside,2/7/2021,2,3865,24,3267
Sacramento,2/7/2021,1,1448,9,1246
San Benito,2/7/2021,0,60,0,52
San Bernardino,2/7/2021,3,4023,23,2587
San Diego,2/7/2021,7,3409,9,2821
San Francisco,2/7/2021,0,443,2,348
San Joaquin,2/7/2021,2,1145,23,929
San Luis Obispo,2/7/2021,0,242,0,214
San Mateo,2/7/2021,0,340,0,232
Santa Barbara,2/7/2021,0,425,3,340
Santa Clara,2/7/2021,2,1772,11,1450
Santa Cruz,2/7/2021,0,194,0,161
Shasta,2/7/2021,0,100,0,137
Sierra,2/7/2021,0,0,0,0
Siskiyou,2/7/2021,0,5,0,4
Solano,2/7/2021,0,169,1,130
Sonoma,2/7/2021,0,286,0,257
Stanislaus,2/7/2021,1,676,0,679
Sutter,2/7/2021,0,101,0,92
Tehama,2/7/2021,0,31,0,22
Trinity,2/7/2021,0,3,0,3
Tulare,2/7/2021,2,787,7,671
Tuolumne,2/7/2021,1,57,0,48
Ventura,2/7/2021,3,896,9,561
Yolo,2/7/2021,0,190,1,162
Yuba,2/7/2021,0,40,0,35
Alameda,2/6/2021,2,1161,6,922
Alpine,2/6/2021,0,0,0,0
Amador,2/6/2021,0,42,0,33
Butte,2/6/2021,0,184,0,150
Calaveras,2/6/2021,0,49,0,21
California,2/6/2021,80,54805,438,43456
Colusa,2/6/2021,0,12,0,10
Contra Costa,2/6/2021,0,727,6,566
Del Norte,2/6/2021,0,4,0,2
El Dorado,2/6/2021,0,101,0,86
Fresno,2/6/2021,7,1464,13,1207
Glenn,2/6/2021,0,17,0,14
Humboldt,2/6/2021,1,33,0,28
Imperial,2/6/2021,0,688,10,567
Inyo,2/6/2021,0,35,0,27
Kern,2/6/2021,4,1109,6,912
Kings,2/6/2021,0,227,0,190
Lake,2/6/2021,0,42,1,34
Lassen,2/6/2021,0,1,0,1
Los Angeles,2/6/2021,22,22192,185,17793
Madera,2/6/2021,0,212,-2,93
Marin,2/6/2021,0,218,1,194
Mariposa,2/6/2021,0,4,0,4
Mendocino,2/6/2021,0,43,0,38
Merced,2/6/2021,0,396,1,346
Modoc,2/6/2021,0,3,0,3
Mono,2/6/2021,0,3,0,3
Monterey,2/6/2021,0,321,1,282
Napa,2/6/2021,0,74,0,55
Nevada,2/6/2021,0,67,0,43
Orange,2/6/2021,8,4449,33,3293
Placer,2/6/2021,0,240,0,211
Plumas,2/6/2021,0,4,0,2
Riverside,2/6/2021,4,3863,8,3243
Sacramento,2/6/2021,8,1447,6,1237
San Benito,2/6/2021,0,60,1,52
San Bernardino,2/6/2021,4,4020,69,2564
San Diego,2/6/2021,7,3402,35,2812
San Francisco,2/6/2021,3,443,9,346
San Joaquin,2/6/2021,5,1143,4,906
San Luis Obispo,2/6/2021,0,242,1,214
San Mateo,2/6/2021,0,340,5,232
Santa Barbara,2/6/2021,1,425,3,337
Santa Clara,2/6/2021,1,1770,18,1439
Santa Cruz,2/6/2021,0,194,0,161
Shasta,2/6/2021,0,100,1,137
Sierra,2/6/2021,0,0,0,0
Siskiyou,2/6/2021,0,5,0,4
Solano,2/6/2021,1,169,2,129
Sonoma,2/6/2021,1,286,5,257
Stanislaus,2/6/2021,0,675,1,679
Sutter,2/6/2021,0,101,0,92
Tehama,2/6/2021,0,31,0,22
Trinity,2/6/2021,0,3,0,3
Tulare,2/6/2021,0,785,1,664
Tuolumne,2/6/2021,0,56,3,48
Ventura,2/6/2021,1,893,6,552
Yolo,2/6/2021,0,190,-1,161
Yuba,2/6/2021,0,40,0,35
Alameda,2/5/2021,5,1159,17,916
Alpine,2/5/2021,0,0,0,0
Amador,2/5/2021,0,42,0,33
Butte,2/5/2021,0,184,3,150
Calaveras,2/5/2021,0,49,0,21
California,2/5/2021,84,54725,605,43018
Colusa,2/5/2021,0,12,0,10
Contra Costa,2/5/2021,3,727,10,560
Del Norte,2/5/2021,0,4,0,2
El Dorado,2/5/2021,0,101,0,86
Fresno,2/5/2021,2,1457,80,1194
Glenn,2/5/2021,0,17,0,14
Humboldt,2/5/2021,0,32,0,28
Imperial,2/5/2021,0,688,1,557
Inyo,2/5/2021,0,35,0,27
Kern,2/5/2021,5,1105,8,906
Kings,2/5/2021,1,227,3,190
Lake,2/5/2021,0,42,-1,33
Lassen,2/5/2021,0,1,0,1
Los Angeles,2/5/2021,29,22170,212,17608
Madera,2/5/2021,1,212,0,95
Marin,2/5/2021,0,218,1,193
Mariposa,2/5/2021,0,4,0,4
Mendocino,2/5/2021,0,43,0,38
Merced,2/5/2021,1,396,0,345
Modoc,2/5/2021,0,3,0,3
Mono,2/5/2021,0,3,0,3
Monterey,2/5/2021,2,321,2,281
Napa,2/5/2021,1,74,0,55
Nevada,2/5/2021,0,67,6,43
Orange,2/5/2021,4,4441,22,3260
Placer,2/5/2021,0,240,1,211
Plumas,2/5/2021,0,4,0,2
Riverside,2/5/2021,3,3859,5,3235
Sacramento,2/5/2021,1,1439,9,1231
San Benito,2/5/2021,0,60,0,51
San Bernardino,2/5/2021,2,4016,86,2495
San Diego,2/5/2021,8,3395,39,2777
San Francisco,2/5/2021,2,440,11,337
San Joaquin,2/5/2021,2,1138,19,902
San Luis Obispo,2/5/2021,0,242,2,213
San Mateo,2/5/2021,0,340,1,227
